DTL_ADRES,USE_SE_CD,LO,VT_ACMDFCLTY_NM,RN_DTL_ADRES,ACMD_BULD_MNG_NO,BDONG_CD,ARCD,HDONG_CD,FCLTY_AR,LA,ACMDFCLTY_SN,EQK_ACMDFCLTY_ADRES,TELNO,VT_ACMD_PSBL_NMPR
253-129,1,126.849086,세곡초등학교 운동장,서울특별시 구로구 고척로33길 34(고척동),,1153010600,1153000000,1153073000,2984,37.50456396,42,서울특별시 구로구 고척동 253-129,02-860-3347,3616
,1,127.1301044,돌마초등학교 운동장,경기도 성남시 분당구 야탑로 96-7 (야탑동),,4113510700,4113000000,4113563000,6632,37.40885543,49,경기도 성남시 분당구 야탑동 515,031-704-3608,8039
,1,127.051472,국립국악고등학교 운동장,서울특별시 강남구 개포로22길 65(개포동),,1168010300,1168000000,1168069000,1392,37.47613444,140,서울특별시 강남구 개포동 1272,02-3423-7853,1687
518-1,1,127.0725918,동자초등학교 운동장 ,서울특별시 광진구 뚝섬로 561(자양동),,1121510500,1121500000,1121584000,3698,37.53452175,8,서울특별시 광진구 자양동 518-1,02-444-1349,4482
,1,127.0831,성자초등학교 운동장,서울특별시 광진구 뚝섬로56길 7(자양동),,1121510500,1121500000,1121583000,1472,37.53108943,13,서울특별시 광진구 자양동 662,02-2161-6500,1784
,1,127.0896643,광진중학교 운동장,서울특별시 광진구 뚝섬로64길 45(자양동),,1121510500,1121500000,1121583000,4388,37.53156495,17,서울특별시 광진구 자양동 693,02-450-2886,5319
,1,127.0922048,구남초등학교 운동장,서울특별시 광진구 구의강변로 69(구의동),,1121510300,1121500000,1121587000,2356,37.53666242,19,서울특별시 광진구 구의동 587-95,02-453-8921,2856
,1,126.6618749,홍주중학교 운동장,충청남도 홍성군 홍성읍 문화로 78,,4480025021,4480000000,4480025000,6770.2,36.59331489,15,충청남도 홍성군 홍성읍 오관리 516,041-630-1594,8206
1530-14,1,126.9401577,비안어린이공원,,,1162010100,1162000000,1162051000,1678,37.48082021,90,서울특별시 관악구 봉천동 1530-14,02-879-4381,2034
339-0,1,126.9250971,연신어린이공원,,,1138010300,1138000000,1138052000,1220,37.61976995,68,서울특별시 은평구 불광동 339,02-351-5051,1479
,1,127.1049017,송곡중학교운동장,서울특별시 중랑구 양원역로 67(망우동),,1126010500,1126000000,1126065500,2003,37.6059872,80,서울특별시 중랑구 망우동 252-1,02-6493-1900,2428
,1,127.0718544,장안초등학교 운동장,서울특별시 광진구 군자로 74(군자동),,1121510900,1121500000,1121573000,2097,37.5500065,21,서울특별시 광진구 군자동 365,02-469-5264,2542
528-0,1,127.08051,건국대학교사범대학부속고등학교 운동장,서울특별시 광진구 능동로 120(화양동),,1121510700,1121500000,1121571000,4926,37.53946841,24,서울특별시 광진구 화양동 528,070-7012-3500,5971
238-1,1,127.0862925,동국대학교 사범대학 가람중고등학교 운동장,서울특별시 광진구 광나루로36길 47(구의동),,1121510300,1121500000,1121585000,6100,37.54282493,26,서울특별시 광진구 구의동 238-1,02-2049-1577,7394
,1,127.0908199,광진초등학교 운동장,서울특별시 광진구 자양로40길 41(구의동),,1121510300,1121500000,1121586000,1062,37.54761236,27,서울특별시 광진구 구의동 60-44,02-458-4694,1287
,1,127.1014329,광장초등학교 운동장 ,서울특별시 광진구 광장로1길 27(광장동),,1121510400,1121500000,1121581000,2452,37.54815716,30,서울특별시 광진구 광장동 389-1,02-457-0840,2972
318-26,1,127.1070946,광진구민체육센터 ,서울특별시 광진구 천호대로 831(광장동),,1121510400,1121500000,1121581000,1806,37.54603273,35,서울특별시 광진구 광장동 318-26,02-2049-4842,2189
,1,127.0730083,세종초등학교 운동장,서울특별시 광진구 군자로 114(군자동),,1121510900,1121500000,1121573000,2106,37.55269986,36,서울특별시 광진구 군자동 98,02-466-0045,2553
,1,127.0892155,대원외국어고등학교 운동장 ,서울특별시 광진구 용마산로22길 26(중곡동),,1121510100,1121500000,1121577000,3306,37.56302997,38,서울특별시 광진구 중곡동 176-124,02-2204-1530,4007
,1,126.8940103,문래공원,,,1156012100,1156000000,1156059000,23612.8,37.51714676,70,서울특별시 영등포구 문래동3가 66,02-2670-3065,286216
,1,126.8981329,양평어린이공원,,,1156012800,1156000000,1156062000,2737,37.53810559,71,서울특별시 영등포구 양평동4가 301-7,02-2670-3065,3318
,1,126.8973899,두암어린이공원,,,1156013300,1156000000,1156067000,1397.5,37.49550532,76,서울특별시 영등포구 대림동 715,02-2670-3065,1694
Jan-18,1,128.5520393,달서천변 둔치,,,2717010200,2717000000,2717055000,35000,35.88296544,47,대구광역시 서구 비산동 3418-1,053-663-2895,42424
1069-0,1,127.0283367,꽃재어린이공원,,,1120010200,1120000000,1120051000,2900,37.56738448,64,서울특별시 성동구 하왕십리동 1069,02-2286-5655,3515
,1,127.0524144,성수공원,서울특별시 성동구 연무장5길 9-26 (성수동2가),,1120011500,1120000000,1120067000,1238,37.54479103,74,서울특별시 성동구 성수동2가 302-25,02-2286-7484,1501
,1,127.0335603,청소년문화공원,,,4111514100,4111000000,4111573000,97000,37.27476141,44,경기도 수원시 팔달구 인계동 323-21,031-5191-2933,115151
196-193,1,126.9640294,교체어린이공원,,,1162010100,1162000000,1162051000,813,37.47331479,91,서울특별시 관악구 봉천동 196-193,02-879-4441,985
,1,126.9205776,남부창의어린이공원,서울특별시 관악구 남부순환로163가길 20(신림동),,1162010200,1162000000,1162068500,999,37.48498341,94,서울특별시 관악구 신림동 483-14,02-879-4531,1211
375-0,1,127.073092,수림대공원(서울장미공원),,,1126010400,1126000000,1126062000,1620,37.61515259,63,서울특별시 중랑구 묵동 375,02-2094-0025,1964
,1,126.8612925,무지개어린이공원,,,1150010300,1150000000,1150054000,976,37.53395965,68,서울특별시 강서구 화곡동 806-10,02-2600-4112,1183
,1,126.8467301,더부리어린이공원,,,1150010300,1150000000,1150054000,1364,37.53488264,76,서울특별시 강서구 화곡동 339-19,02-2600-4112,1653
1459-9,1,126.8498451,공암나루근린공원,서울특별시 강서구 강서로80길 117(가양동),,1150010400,1150000000,1150060300,24176,37.57028218,81,서울특별시 강서구 가양동 1459-9,02-2600-4112,29304
,1,126.8653615,고원초등학교 운동장,서울특별시 구로구 경인로46길 13(고척동),,1153010600,1153000000,1153072000,1196,37.49720935,40,서울특별시 구로구 고척동 66-26,02-860-3347,1449
273-15,1,126.8512559,개웅초등학교 운동장,서울특별시 구로구 개봉로11길 81(개봉동),,1153010700,1153000000,1153076000,2252,37.48726499,45,서울특별시 구로구 개봉동 273-15,02-860-3292,2730
,1,126.8815752,신도림고등학교 운동장,서울특별시 구로구 경인로67길 159(신도림동),,1153010100,1153000000,1153051000,2116,37.5135539,58,서울특별시 구로구 신도림동 270-2,02-860-3292,2565
,1,127.0801523,구의초등학교 운동장,서울특별시 광진구 광나루로30길 49(화양동),,1121510700,1121500000,1121571000,3297,37.54271535,23,서울특별시 광진구 화양동 303-9,02-444-6490,3996
,1,127.1010222,광남초등학교 운동장,서울특별시 광진구 아차산로70길 35(광장동),,1121510400,1121500000,1121581000,3048,37.54082648,33,서울특별시 광진구 광장동 554,02-455-3763,3695
,1,127.0841722,용마초등학교 운동장,서울특별시 광진구 천호대로113길 10(중곡동),,1121510100,1121500000,1121575000,3583,37.55789055,37,서울특별시 광진구 중곡동 135-1,02-3436-4012,4343
,1,127.082631,중광초등학교 운동장 ,서울특별시 광진구 긴고랑로13길 59(중곡동),,1121510100,1121500000,1121576000,653,37.56500784,41,서울특별시 광진구 중곡동 220-22,02-469-3340,792
,1,127.0352922,왕십리문화공원,서울특별시 성동구 왕십리로 310(도선동),,1120010400,1120000000,1120053500,1315,37.56179178,65,서울특별시 성동구 도선동 35-2,02-2286-5663,1594
,1,129.2631782,안계1리마을회관 앞 공터,경상북도 경주시 강동면 안계길 162-5 ,,4713037023,4713000000,4713037000,250,36.03148677,215,경상북도 경주시 강동면 안계리 579-2,054-760-2035,303
,1,126.831525,예산중앙초등학교,충청남도 예산군 예산읍 주교로 21,,4481025024,4481000000,4481025000,5100,36.6836,14,충청남도 예산군 예산읍 주교리 250-5,041-967-2710,6182
,1,126.794028,오가초등학교,충청남도 예산군 오가면 역말로 89,,4481040021,4481000000,4481040000,7047,36.687512,26,충청남도 예산군 오가면 역탑리 242-1,041-333-0946,8542
,1,126.838274,충남반도체마이스터고등학교,충청남도 예산군 예산읍 벚꽃로351번길 21,,4481025028,4481000000,4481025000,7595,36.713684,38,충청남도 예산군 예산읍 관작리 315-7,041-404-0061,9206
,1,127.1692371,가야곡초등학교 운동장,충청남도 논산시 가야곡면 덕은로 160,,4423040022,4423000000,4423040000,7500,36.14424295,24,충청남도 논산시 가야곡면 강청리 343-14,041-746-6344,8571
,1,129.2473407,상읍2리 마을회관,경상북도 포항시 북구 신광면 상읍길 234,,4711331025,4711000000,4711331000,200,36.14674392,310,경상북도 포항시 북구 신광면 상읍리 628-3,054-270-5664,242
,1,127.0470062,역전근린공원,,,4115010100,4115000000,4115051000,17000,37.73960061,41,경기도 의정부시 의정부동 222-20,031-828-4963,20606
,1,127.0327395,직동근린공원,경기도 의정부시 호국로1162번길 73(의정부동),,4115010100,4115000000,4115052000,10000,37.73953698,42,경기도 의정부시 의정부동 산 4-5,031-828-4963,12121
1269-0,1,127.1270533,전주신동초등학교(운동장),전북특별자치도 전주시 덕진구 솔내로 211(송천동2가),,5211312200,5211000000,5211364100,2530,35.86923018,86,전북특별자치도 전주시 덕진구 송천동2가 1269,063-281-5165,3066
382-1,1,127.1369655,전주전일초등학교(운동장),전북특별자치도 전주시 덕진구 태진로 98(진북동),,5211310200,5211000000,5211352500,3830,35.82958446,87,전북특별자치도 전주시 덕진구 진북동 382-1,063-281-5165,4642
602-21,1,127.1540363,전주우아중학교(운동장),전북특별자치도 전주시 덕진구 호성로 6(우아동3가),,5211311500,5211000000,5211361100,4230,35.85389464,90,전북특별자치도 전주시 덕진구 우아동3가 602-21,063-281-5165,5127
,1,129.5171222,대진리 마을회관,,,4711133035,4711000000,4711133000,200,35.92501377,208,경상북도 포항시 남구 장기면 대진리 119,054-270-5664,242
,1,129.4310555,용한2리 마을회관,경상북도 포항시 북구 흥해읍 용한길160번길 40,,4711325033,4711000000,4711325000,200,36.10226376,261,경상북도 포항시 북구 흥해읍 용한리 197,054-270-5664,242
,1,129.3207496,양백1리 마을회관,경상북도 포항시 북구 흥해읍 용연길162번길 4-5 ,,4711325037,4711000000,4711325000,200,36.12595131,269,경상북도 포항시 북구 흥해읍 양백리 477,054-270-5664,242
,1,127.5165624,장수경찰서,전북특별자치도 장수군 장수읍 신천로 8,,5274025021,5274000000,5274025000,2094,35.6467758,30,전북특별자치도 장수군 장수읍 장수리 546,063-350-2517,2538
,1,127.1568917,용진읍행정복지센터 주차장,전북특별자치도 완주군 용진읍 완주로 210,,5271025624,5271000000,5271025600,880,35.8835076,66,전북특별자치도 완주군 용진읍 용흥리 819,063-290-2935,1067
,1,127.2069373,상관면행정복지센터 주차장,전북특별자치도 완주군 상관면 신리로 109,,5271032021,5271000000,5271032000,2926,35.77146261,67,전북특별자치도 완주군 상관면 신리 602-2,063-290-2935,3547
,1,127.0682334,삼례 수도산 근린공원,,,5271025022,5271000000,5271025000,5935,35.9032032,79,전북특별자치도 완주군 삼례읍 후정리 115-1,063-290-2935,7194
,1,127.0217151,지사울문화공원 운동장,전북특별자치도 완주군 이서면 반교로 107-16 ,,5271033027,5271000000,5271033000,96520,35.82925344,87,전북특별자치도 완주군 이서면 용서리 777-1,063-290-2935,116994
,1,126.5699445,요죽공원,전북특별자치도 군산시 분멀3길 23(오식도동),,5213014700,5213000000,5213071000,3000,35.96504811,99,전북특별자치도 군산시 오식도동 661,063-454-3865,3636
,1,126.676687,상서중학교 운동장,전북특별자치도 부안군 상서면 고인돌로 17,,5280039024,5280000000,5280039000,7782,35.68786223,22,전북특별자치도 부안군 상서면 용서리 117,063-580-4574,9433
,1,126.6956583,덕산공원,,,5279025021,5279000000,5279025000,1500,35.42719125,35,전북특별자치도 고창군 고창읍 읍내리 1180,063-560-2668,1818
,1,126.5642221,무장초등학교,전북특별자치도 고창군 무장면 무장초등길 24,,5279033021,5279000000,5279033000,19640,35.41493556,46,전북특별자치도 고창군 무장면 무장리 21-1,063-560-2668,23806
,1,129.4824225,창지2리 마을회관,경상북도 포항시 남구 장기면 장기로781번길 30,,4711133040,4711000000,4711133000,200,35.92712712,459,경상북도 포항시 남구 장기면 창지리 470-1,054-270-5664,242
,1,126.9102467,월성초등학교,전북특별자치도 김제시 봉황로 1020(월성동),,5221011500,5221000000,5221052000,7812,35.76019537,34,전북특별자치도 김제시 월성동 139-7,063-540-3303,9469
,1,126.9439615,황산초등학교,전북특별자치도 김제시 황산면 용마로 75,,5221044021,5221000000,5221044000,10921,35.79643377,38,전북특별자치도 김제시 황산면 봉월리 524-2,063-540-3303,13237
,1,126.8868163,덕암정보고등학교,전북특별자치도 김제시 하공로 9(서암동),,5221010700,5221000000,5221051000,5622,35.81326083,45,전북특별자치도 김제시 서암동 5,063-540-3303,6814
,1,127.082599,어룡초등학교,경기도 의정부시 부용로 241(용현동),,4115010500,4115000000,4115057300,3575,37.747519,47,경기도 의정부시 용현동 547-5,031-828-4963,4333
,1,127.11025,송산사지근린공원,경기도 의정부시 민락로 296(민락동),,4115010600,4115000000,4115057800,45000,37.74704103,51,경기도 의정부시 민락동 878,031-828-4963,54545
,1,127.2065253,한일장신대 운동장,전북특별자치도 완주군 상관면 왜목로 726-15 ,,5271032021,5271000000,5271032000,15000,35.76377325,62,전북특별자치도 완주군 상관면 신리 694-1,063-290-2935,18182
,1,126.8482933,배다리공원,,,1150010300,1150000000,1150054000,1630,37.53212333,73,서울특별시 강서구 화곡동 341-24,02-2600-4112,1976
,1,126.873008,구일초등학교 운동장,서울특별시 구로구 구일로 68(구로동),,1153010200,1153000000,1153052000,3340,37.49270995,30,서울특별시 구로구 구로동 685-221,02-860-3292,4049
,1,126.8013698,내촌어린이공원,,,1150011000,1150000000,1150064000,1091,37.57759792,95,서울특별시 강서구 개화동 551-26,02-2600-4112,1322
,1,126.7988652,신대부석공원,,,1150011000,1150000000,1150064000,714,37.58287464,96,서울특별시 강서구 개화동 411,02-2600-4112,865
,1,126.7165278,어린이 3공원,전북특별자치도 군산시 월명로 354-21 (서흥남동),,5213013300,5213000000,5213064000,400,35.97583674,104,전북특별자치도 군산시 서흥남동 843-18,063-454-3865,4848
,1,126.6835531,어린이 9공원,,,5213014600,5213000000,5213071000,2324,35.96948999,106,전북특별자치도 군산시 소룡동 1544,063-454-3865,2817
Jun-15,1,126.6760916,어린이 14공원,,,5213015100,5213000000,5213072000,2800,35.9598604,110,전북특별자치도 군산시 산북동 3615-6,063-454-3865,3394
735-3,1,126.6962457,어린이 17공원,,,5213014400,5213000000,5213070100,1572,35.97393194,112,전북특별자치도 군산시 나운동 735-3,063-454-3865,1905
